June 24, 2023 at 1:23:59 PM
ONSET PROD LOG FILE
S0026_B8
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	55456.274478333	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
1	1	listen	echolalia	55462.808987583	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
2	2	readRepeat	echolalia	55467.079280708	She wore warm, fleecy, woolen overalls.	She wore warm, fleecy, woolen overalls.	0
2	2	listen	echolalia	55473.217273291	She wore warm, fleecy, woolen overalls.	She wore warm, fleecy, woolen overalls.	0
3	3	readRepeat	echolalia	55484.852213791	Reading in poor light gives you eyestrain.	Reading in poor light gives you eyestrain.	0
3	3	listen	echolalia	55490.029107333	Reading in poor light gives you eyestrain.	Reading in poor light gives you eyestrain.	0
4	4	readRepeat	echolalia	55496.59199625	Even I occasionally get the Monday blues!	Even I occasionally get the Monday blues!	0
4	4	listen	echolalia	55502.367296541	Even I occasionally get the Monday blues!	Even I occasionally get the Monday blues!	0
5	5	readRepeat	echolalia	55508.762781291	We are open every Monday evening.	We are open every Monday evening.	0
5	5	listen	echolalia	55513.779552166	We are open every Monday evening.	We are open every Monday evening.	0
6	6	readRepeat	echolalia	55519.501512541	It's not easy to create illuminating examples.	It's not easy to create illuminating examples.	0
6	6	listen	echolalia	55525.429594458	It's not easy to create illuminating examples.	It's not easy to create illuminating examples.	0
7	7	readRepeat	echolalia	55531.880226583	Mum strongly dislikes appetizers.	Mum strongly dislikes appetizers.	0
7	7	listen	echolalia	55537.2557325	Mum strongly dislikes appetizers.	Mum strongly dislikes appetizers.	0
8	8	readRepeat	echolalia	55543.179795833	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
8	8	listen	echolalia	55548.792294416	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
9	9	readRepeat	echolalia	55555.066973833	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
9	9	listen	echolalia	55561.105014125	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
10	10	readRepeat	echolalia	55567.518525666	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
10	10	listen	echolalia	55573.10011575	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
11	11	readRepeat	echolalia	55579.45542525	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
11	11	listen	echolalia	55586.391968	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
12	12	readRepeat	echolalia	55594.030763125	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
12	12	listen	echolalia	55600.267731333	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
13	13	readRepeat	echolalia	55606.855511583	Are you looking for employment?	Are you looking for employment?	0
13	13	listen	echolalia	55611.392202083	Are you looking for employment?	Are you looking for employment?	0
14	14	readRepeat	echolalia	55616.48009675	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
14	14	listen	echolalia	55623.105347833	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
15	15	readRepeat	echolalia	55630.3300295	We welcome many new students each year.	We welcome many new students each year.	0
15	15	listen	echolalia	55635.34268725	We welcome many new students each year.	We welcome many new students each year.	0
16	16	readRepeat	echolalia	55641.179982708	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
16	16	listen	echolalia	55646.680712	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
17	17	readRepeat	echolalia	55652.443092583	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
17	17	listen	echolalia	55657.61797425	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
18	18	readRepeat	echolalia	55663.630338	Nothing is as offensive as innocence.	Nothing is as offensive as innocence.	0
18	18	listen	echolalia	55669.318218125	Nothing is as offensive as innocence.	Nothing is as offensive as innocence.	0
19	19	readRepeat	echolalia	55675.768013416	Steve wore a bright red cashmere sweater.	Steve wore a bright red cashmere sweater.	0
19	19	listen	echolalia	55680.893163375	Steve wore a bright red cashmere sweater.	Steve wore a bright red cashmere sweater.	0
20	20	readRepeat	echolalia	55686.843156	Barb's gold bracelet was a graduation present.	Barb's gold bracelet was a graduation present.	0
20	20	listen	echolalia	55692.36781025	Barb's gold bracelet was a graduation present.	Barb's gold bracelet was a graduation present.	0
0	0	break	break	55698.393504208	break	break	break
1	21	readRepeat	shuffled	55698.393504208	Are your grades higher or lower than Nancy's?	Nothing is as offensive as innocence.	0
1	21	listen	shuffled	55721.468472208	Are your grades higher or lower than Nancy's?	Nothing is as offensive as innocence.	0
2	22	readRepeat	shuffled	55727.943250958	She wore warm, fleecy, woolen overalls.	Calcium makes bones and teeth strong.	0
2	22	listen	shuffled	55734.519757583	She wore warm, fleecy, woolen overalls.	Calcium makes bones and teeth strong.	0
3	23	readRepeat	shuffled	55740.530959708	Reading in poor light gives you eyestrain.	Those who teach values first abolish cheating.	0
3	23	listen	shuffled	55745.506257541	Reading in poor light gives you eyestrain.	Those who teach values first abolish cheating.	0
4	24	readRepeat	shuffled	55751.730951125	Even I occasionally get the Monday blues!	Are your grades higher or lower than Nancy's?	0
4	24	listen	shuffled	55756.701643833	Even I occasionally get the Monday blues!	Are your grades higher or lower than Nancy's?	0
5	25	readRepeat	shuffled	55759.930652208	We are open every Monday evening.	The frightened child was gently subdued by his big brother.	0
5	25	listen	shuffled	55764.805950958	We are open every Monday evening.	The frightened child was gently subdued by his big brother.	0
6	26	readRepeat	shuffled	55771.54362175	It's not easy to create illuminating examples.	Barb's gold bracelet was a graduation present.	0
6	26	listen	shuffled	55777.443445583	It's not easy to create illuminating examples.	Barb's gold bracelet was a graduation present.	0
7	27	readRepeat	shuffled	55783.46839175	Mum strongly dislikes appetizers.	It's not easy to create illuminating examples.	0
7	27	listen	shuffled	55788.838996833	Mum strongly dislikes appetizers.	It's not easy to create illuminating examples.	0
8	28	readRepeat	shuffled	55795.493953333	Those who teach values first abolish cheating.	We welcome many new students each year.	0
8	28	listen	shuffled	55804.743626333	Those who teach values first abolish cheating.	We welcome many new students each year.	0
9	29	readRepeat	shuffled	55810.326508375	The frightened child was gently subdued by his big brother.	Only the best players enjoy popularity.	0
9	29	listen	shuffled	55816.781404333	The frightened child was gently subdued by his big brother.	Only the best players enjoy popularity.	0
10	30	readRepeat	shuffled	55822.956112333	Even a simple vocabulary contains symbols.	Reading in poor light gives you eyestrain.	0
10	30	listen	shuffled	55828.606655833	Even a simple vocabulary contains symbols.	Reading in poor light gives you eyestrain.	0
11	31	readRepeat	shuffled	55834.38138425	A crab challenged me, but a quick stab vanquished him.	Glucose and fructose are natural sugars found in fruit.	0
11	31	listen	shuffled	55841.381412416	A crab challenged me, but a quick stab vanquished him.	Glucose and fructose are natural sugars found in fruit.	0
12	32	readRepeat	shuffled	55848.46891775	Glucose and fructose are natural sugars found in fruit.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
12	32	listen	shuffled	55854.156069541	Glucose and fructose are natural sugars found in fruit.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
13	33	readRepeat	shuffled	55861.431531958	Are you looking for employment?	We are open every Monday evening.	0
13	33	listen	shuffled	55865.964648458	Are you looking for employment?	We are open every Monday evening.	0
14	34	readRepeat	shuffled	55871.531586375	Coffee is grown on steep, jungle-like slopes in temperate zones.	Mum strongly dislikes appetizers.	0
14	34	listen	shuffled	55877.856764375	Coffee is grown on steep, jungle-like slopes in temperate zones.	Mum strongly dislikes appetizers.	0
15	35	readRepeat	shuffled	55884.081865291	We welcome many new students each year.	A crab challenged me, but a quick stab vanquished him.	0
15	35	listen	shuffled	55889.106637333	We welcome many new students each year.	A crab challenged me, but a quick stab vanquished him.	0
16	36	readRepeat	shuffled	55896.656600708	Only the best players enjoy popularity.	Steve wore a bright red cashmere sweater.	0
16	36	listen	shuffled	55901.8817555	Only the best players enjoy popularity.	Steve wore a bright red cashmere sweater.	0
17	37	readRepeat	shuffled	55907.602472666	Calcium makes bones and teeth strong.	She wore warm, fleecy, woolen overalls.	0
17	37	listen	shuffled	55912.594343166	Calcium makes bones and teeth strong.	She wore warm, fleecy, woolen overalls.	0
18	38	readRepeat	shuffled	55919.156274958	Nothing is as offensive as innocence.	Even I occasionally get the Monday blues!	0
18	38	listen	shuffled	55927.619353958	Nothing is as offensive as innocence.	Even I occasionally get the Monday blues!	0
19	39	readRepeat	shuffled	55934.094630625	Steve wore a bright red cashmere sweater.	Are you looking for employment?	0
