May 5, 2019 at 2:55:20 PM
ONSET PROD LOG FILE
S0004_B14
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	219379.659411333	Agricultural products are unevenly distributed.	Agricultural products are unevenly distributed.	0
1	1	listen	echolalia	219387.519299625	Agricultural products are unevenly distributed.	Agricultural products are unevenly distributed.	0
2	2	readRepeat	echolalia	219391.719055583	By eating yogurt, you may live longer.	By eating yogurt, you may live longer.	0
2	2	listen	echolalia	219396.35286275	By eating yogurt, you may live longer.	By eating yogurt, you may live longer.	0
3	3	readRepeat	echolalia	219401.736640166	The causeway ended abruptly at the shore.	The causeway ended abruptly at the shore.	0
3	3	listen	echolalia	219407.6851515	The causeway ended abruptly at the shore.	The causeway ended abruptly at the shore.	0
4	4	readRepeat	echolalia	219414.420558333	Weatherproof galoshes are very useful in Seattle.	Weatherproof galoshes are very useful in Seattle.	0
4	4	listen	echolalia	219422.471523708	Weatherproof galoshes are very useful in Seattle.	Weatherproof galoshes are very useful in Seattle.	0
5	5	readRepeat	echolalia	219431.187617416	The speech symposium might begin on Monday.	The speech symposium might begin on Monday.	0
5	5	listen	echolalia	219438.955404666	The speech symposium might begin on Monday.	The speech symposium might begin on Monday.	0
6	6	readRepeat	echolalia	219448.138439041	I'd rather not buy these shoes than be overcharged.	I'd rather not buy these shoes than be overcharged.	0
6	6	listen	echolalia	219456.022384958	I'd rather not buy these shoes than be overcharged.	I'd rather not buy these shoes than be overcharged.	0
7	7	readRepeat	echolalia	219464.390256291	Be careful not to plow over the flower beds.	Be careful not to plow over the flower beds.	0
7	7	listen	echolalia	219468.956987333	Be careful not to plow over the flower beds.	Be careful not to plow over the flower beds.	0
8	8	readRepeat	echolalia	219474.007157875	The overweight charmer could slip poison into anyone's tea.	The overweight charmer could slip poison into anyone's tea.	0
8	8	listen	echolalia	219479.874402125	The overweight charmer could slip poison into anyone's tea.	The overweight charmer could slip poison into anyone's tea.	0
9	9	readRepeat	echolalia	219486.225488625	The angry boy answered but didn't look up.	The angry boy answered but didn't look up.	0
9	9	listen	echolalia	219490.958433916	The angry boy answered but didn't look up.	The angry boy answered but didn't look up.	0
10	10	readRepeat	echolalia	219496.675306666	Which long article was opaque and needed clarification?	Which long article was opaque and needed clarification?	0
10	10	listen	echolalia	219503.459228291	Which long article was opaque and needed clarification?	Which long article was opaque and needed clarification?	0
11	11	readRepeat	echolalia	219510.925538583	Help celebrate your brother's success.	Help celebrate your brother's success.	0
11	11	listen	echolalia	219515.526489041	Help celebrate your brother's success.	Help celebrate your brother's success.	0
12	12	readRepeat	echolalia	219520.743400333	Will you please confirm government policy regarding waste removal?	Will you please confirm government policy regarding waste removal?	0
12	12	listen	echolalia	219526.876928	Will you please confirm government policy regarding waste removal?	Will you please confirm government policy regarding waste removal?	0
13	13	readRepeat	echolalia	219533.609655958	They assume no burglar will ever enter here.	They assume no burglar will ever enter here.	0
13	13	listen	echolalia	219539.510518916	They assume no burglar will ever enter here.	They assume no burglar will ever enter here.	0
14	14	readRepeat	echolalia	219546.044871083	He will allow a rare lie.	He will allow a rare lie.	0
14	14	listen	echolalia	219550.561230208	He will allow a rare lie.	He will allow a rare lie.	0
15	15	readRepeat	echolalia	219556.1620855	Curiosity and mediocrity seldom co-exist.	Curiosity and mediocrity seldom co-exist.	0
15	15	listen	echolalia	219565.69637425	Curiosity and mediocrity seldom co-exist.	Curiosity and mediocrity seldom co-exist.	0
16	16	readRepeat	echolalia	219575.896785333	His sudden departure shocked the cast.	His sudden departure shocked the cast.	0
16	16	listen	echolalia	219581.06311875	His sudden departure shocked the cast.	His sudden departure shocked the cast.	0
17	17	readRepeat	echolalia	219587.480203541	She slipped and sprained her ankle on the steep slope.	She slipped and sprained her ankle on the steep slope.	0
17	17	listen	echolalia	219592.847675458	She slipped and sprained her ankle on the steep slope.	She slipped and sprained her ankle on the steep slope.	0
18	18	readRepeat	echolalia	219599.0315665	A big goat idly ambled through the farmyard.	A big goat idly ambled through the farmyard.	0
18	18	listen	echolalia	219605.58164375	A big goat idly ambled through the farmyard.	A big goat idly ambled through the farmyard.	0
19	19	readRepeat	echolalia	219612.932061083	Should giraffes be kept in small zoos?	Should giraffes be kept in small zoos?	0
19	19	listen	echolalia	219617.798909583	Should giraffes be kept in small zoos?	Should giraffes be kept in small zoos?	0
20	20	readRepeat	echolalia	219623.548551958	We got drenched from the uninterrupted rain.	We got drenched from the uninterrupted rain.	0
20	20	listen	echolalia	219629.049671666	We got drenched from the uninterrupted rain.	We got drenched from the uninterrupted rain.	0
0	0	break	break	219635.0143705	break	break	break
1	21	readRepeat	shuffled	219635.0143705	Agricultural products are unevenly distributed.	The angry boy answered but didn't look up.	0
1	21	listen	shuffled	219649.034124666	Agricultural products are unevenly distributed.	The angry boy answered but didn't look up.	0
2	22	readRepeat	shuffled	219654.417740541	By eating yogurt, you may live longer.	Agricultural products are unevenly distributed.	0
2	22	listen	shuffled	219659.167627291	By eating yogurt, you may live longer.	Agricultural products are unevenly distributed.	0
3	23	readRepeat	shuffled	219663.234518458	The causeway ended abruptly at the shore.	Curiosity and mediocrity seldom co-exist.	0
3	23	listen	shuffled	219668.934560416	The causeway ended abruptly at the shore.	Curiosity and mediocrity seldom co-exist.	0
4	24	readRepeat	shuffled	219679.135767875	Weatherproof galoshes are very useful in Seattle.	By eating yogurt, you may live longer.	0
4	24	listen	shuffled	219684.685026666	Weatherproof galoshes are very useful in Seattle.	By eating yogurt, you may live longer.	0
5	25	readRepeat	shuffled	219689.952872291	The speech symposium might begin on Monday.	The overweight charmer could slip poison into anyone's tea.	0
5	25	listen	shuffled	219697.570093166	The speech symposium might begin on Monday.	The overweight charmer could slip poison into anyone's tea.	0
6	26	readRepeat	shuffled	219704.137105166	I'd rather not buy these shoes than be overcharged.	We got drenched from the uninterrupted rain.	0
6	26	listen	shuffled	219709.5375875	I'd rather not buy these shoes than be overcharged.	We got drenched from the uninterrupted rain.	0
7	27	readRepeat	shuffled	219715.770786875	Be careful not to plow over the flower beds.	A big goat idly ambled through the farmyard.	0
7	27	listen	shuffled	219720.721113666	Be careful not to plow over the flower beds.	A big goat idly ambled through the farmyard.	0
8	28	readRepeat	shuffled	219728.338529	The overweight charmer could slip poison into anyone's tea.	Be careful not to plow over the flower beds.	0
8	28	listen	shuffled	219733.722100708	The overweight charmer could slip poison into anyone's tea.	Be careful not to plow over the flower beds.	0
