February 14, 2020 at 5:06:14 PM
ONSET PROD LOG FILE
S0006_B2
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	1153033.76717275	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
1	1	listen	echolalia	1153039.44125475	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
2	2	readRepeat	echolalia	1153042.124569083	She wore warm, fleecy, woolen overalls.	She wore warm, fleecy, woolen overalls.	0
2	2	listen	echolalia	1153047.5247425	She wore warm, fleecy, woolen overalls.	She wore warm, fleecy, woolen overalls.	0
3	3	readRepeat	echolalia	1153056.458465875	Reading in poor light gives you eyestrain.	Reading in poor light gives you eyestrain.	0
3	3	listen	echolalia	1153061.792219125	Reading in poor light gives you eyestrain.	Reading in poor light gives you eyestrain.	0
4	4	readRepeat	echolalia	1153067.776051833	Even I occasionally get the Monday blues!	Even I occasionally get the Monday blues!	0
4	4	listen	echolalia	1153073.4247095	Even I occasionally get the Monday blues!	Even I occasionally get the Monday blues!	0
5	5	readRepeat	echolalia	1153079.743488125	We are open every Monday evening.	We are open every Monday evening.	0
5	5	listen	echolalia	1153084.826896958	We are open every Monday evening.	We are open every Monday evening.	0
6	6	readRepeat	echolalia	1153090.693928458	It's not easy to create illuminating examples.	It's not easy to create illuminating examples.	0
6	6	listen	echolalia	1153095.994029791	It's not easy to create illuminating examples.	It's not easy to create illuminating examples.	0
7	7	readRepeat	echolalia	1153102.111282458	Mum strongly dislikes appetizers.	Mum strongly dislikes appetizers.	0
7	7	listen	echolalia	1153107.428415583	Mum strongly dislikes appetizers.	Mum strongly dislikes appetizers.	0
8	8	readRepeat	echolalia	1153113.378375166	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
8	8	listen	echolalia	1153118.745588125	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
9	9	readRepeat	echolalia	1153124.89560225	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
9	9	listen	echolalia	1153130.662684458	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
10	10	readRepeat	echolalia	1153137.096646875	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
10	10	listen	echolalia	1153142.5303025	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
11	11	readRepeat	echolalia	1153148.647218666	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
11	11	listen	echolalia	1153154.780639458	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
12	12	readRepeat	echolalia	1153161.747704333	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
12	12	listen	echolalia	1153167.33164	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
13	13	readRepeat	echolalia	1153173.681863375	Are you looking for employment?	Are you looking for employment?	0
13	13	listen	echolalia	1153178.2511985	Are you looking for employment?	Are you looking for employment?	0
14	14	readRepeat	echolalia	1153183.43252775	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
14	14	listen	echolalia	1153189.74932975	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
15	15	readRepeat	echolalia	1153196.800843333	We welcome many new students each year.	We welcome many new students each year.	0
15	15	listen	echolalia	1153201.450353458	We welcome many new students each year.	We welcome many new students each year.	0
16	16	readRepeat	echolalia	1153206.650643125	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
16	16	listen	echolalia	1153211.550839458	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
17	17	readRepeat	echolalia	1153217.118328083	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
17	17	listen	echolalia	1153222.067766458	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
18	18	readRepeat	echolalia	1153227.785098125	Nothing is as offensive as innocence.	Nothing is as offensive as innocence.	0
18	18	listen	echolalia	1153233.718412625	Nothing is as offensive as innocence.	Nothing is as offensive as innocence.	0
19	19	readRepeat	echolalia	1153240.435648916	Steve wore a bright red cashmere sweater.	Steve wore a bright red cashmere sweater.	0
19	19	listen	echolalia	1153245.402489541	Steve wore a bright red cashmere sweater.	Steve wore a bright red cashmere sweater.	0
20	20	readRepeat	echolalia	1153250.935737041	Barb's gold bracelet was a graduation present.	Barb's gold bracelet was a graduation present.	0
20	20	listen	echolalia	1153256.453559125	Barb's gold bracelet was a graduation present.	Barb's gold bracelet was a graduation present.	0
0	0	break	break	1153262.570217291	break	break	break
1	21	readRepeat	shuffled	1153262.570217291	Are your grades higher or lower than Nancy's?	Mum strongly dislikes appetizers.	0
1	21	listen	shuffled	1153422.579576666	Are your grades higher or lower than Nancy's?	Mum strongly dislikes appetizers.	0
2	22	readRepeat	shuffled	1153428.6127145	She wore warm, fleecy, woolen overalls.	Those who teach values first abolish cheating.	0
2	22	listen	shuffled	1153433.696616041	She wore warm, fleecy, woolen overalls.	Those who teach values first abolish cheating.	0
3	23	readRepeat	shuffled	1153439.662379375	Reading in poor light gives you eyestrain.	A crab challenged me, but a quick stab vanquished him.	0
3	23	listen	shuffled	1153444.380838791	Reading in poor light gives you eyestrain.	A crab challenged me, but a quick stab vanquished him.	0
4	24	readRepeat	shuffled	1153451.147448291	Even I occasionally get the Monday blues!	Are you looking for employment?	0
4	24	listen	shuffled	1153456.014597541	Even I occasionally get the Monday blues!	Are you looking for employment?	0
5	25	readRepeat	shuffled	1153461.198279625	We are open every Monday evening.	She wore warm, fleecy, woolen overalls.	0
5	25	listen	shuffled	1153465.348196333	We are open every Monday evening.	She wore warm, fleecy, woolen overalls.	0
6	26	readRepeat	shuffled	1153471.331818458	It's not easy to create illuminating examples.	Even a simple vocabulary contains symbols.	0
6	26	listen	shuffled	1153476.165446625	It's not easy to create illuminating examples.	Even a simple vocabulary contains symbols.	0
7	27	readRepeat	shuffled	1153482.115783708	Mum strongly dislikes appetizers.	Glucose and fructose are natural sugars found in fruit.	0
7	27	listen	shuffled	1153487.216227375	Mum strongly dislikes appetizers.	Glucose and fructose are natural sugars found in fruit.	0
8	28	readRepeat	shuffled	1153493.716393875	Those who teach values first abolish cheating.	Nothing is as offensive as innocence.	0
8	28	listen	shuffled	1153499.067036791	Those who teach values first abolish cheating.	Nothing is as offensive as innocence.	0
9	29	readRepeat	shuffled	1153505.600476041	The frightened child was gently subdued by his big brother.	Only the best players enjoy popularity.	0
9	29	listen	shuffled	1153511.250724666	The frightened child was gently subdued by his big brother.	Only the best players enjoy popularity.	0
10	30	readRepeat	shuffled	1153516.73441875	Even a simple vocabulary contains symbols.	It's not easy to create illuminating examples.	0
10	30	listen	shuffled	1153522.618023708	Even a simple vocabulary contains symbols.	It's not easy to create illuminating examples.	0
11	31	readRepeat	shuffled	1153528.652243875	A crab challenged me, but a quick stab vanquished him.	We are open every Monday evening.	0
11	31	listen	shuffled	1153533.9689515	A crab challenged me, but a quick stab vanquished him.	We are open every Monday evening.	0
12	32	readRepeat	shuffled	1153539.6527115	Glucose and fructose are natural sugars found in fruit.	Reading in poor light gives you eyestrain.	0
12	32	listen	shuffled	1153545.219699708	Glucose and fructose are natural sugars found in fruit.	Reading in poor light gives you eyestrain.	0
13	33	readRepeat	shuffled	1153551.003315875	Are you looking for employment?	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
13	33	listen	shuffled	1153555.303580166	Are you looking for employment?	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
14	34	readRepeat	shuffled	1153562.301876875	Coffee is grown on steep, jungle-like slopes in temperate zones.	Barb's gold bracelet was a graduation present.	0
14	34	listen	shuffled	1153568.587618416	Coffee is grown on steep, jungle-like slopes in temperate zones.	Barb's gold bracelet was a graduation present.	0
15	35	readRepeat	shuffled	1153576.7047475	We welcome many new students each year.	Even I occasionally get the Monday blues!	0
15	35	listen	shuffled	1153581.722642791	We welcome many new students each year.	Even I occasionally get the Monday blues!	0
16	36	readRepeat	shuffled	1153588.038674125	Only the best players enjoy popularity.	We welcome many new students each year.	0
16	36	listen	shuffled	1153592.788849291	Only the best players enjoy popularity.	We welcome many new students each year.	0
17	37	readRepeat	shuffled	1153598.139001583	Calcium makes bones and teeth strong.	The frightened child was gently subdued by his big brother.	0
17	37	listen	shuffled	1153603.139710083	Calcium makes bones and teeth strong.	The frightened child was gently subdued by his big brother.	0
18	38	readRepeat	shuffled	1153609.506591791	Nothing is as offensive as innocence.	Steve wore a bright red cashmere sweater.	0
18	38	listen	shuffled	1153615.090038	Nothing is as offensive as innocence.	Steve wore a bright red cashmere sweater.	0
19	39	readRepeat	shuffled	1153620.723429791	Steve wore a bright red cashmere sweater.	Are your grades higher or lower than Nancy's?	0
19	39	listen	shuffled	1153626.624133375	Steve wore a bright red cashmere sweater.	Are your grades higher or lower than Nancy's?	0
20	40	readRepeat	shuffled	1153631.007565458	Barb's gold bracelet was a graduation present.	Calcium makes bones and teeth strong.	0
20	40	listen	shuffled	1153636.724441375	Barb's gold bracelet was a graduation present.	Calcium makes bones and teeth strong.	0

