April 1, 2022 at 11:35:11 AM
ONSET PROD LOG FILE
S0018_B5
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
26	26	readRepeat	echolalia	937997.320358	The cat's meow always hurts my ears.	The cat's meow always hurts my ears.	0
26	26	listen	echolalia	938005.479285291	The cat's meow always hurts my ears.	The cat's meow always hurts my ears.	0
27	27	readRepeat	echolalia	938010.778374583	How do you know my name?	How do you know my name?	0
27	27	listen	echolalia	938016.104321958	How do you know my name?	How do you know my name?	0
28	28	readRepeat	echolalia	938022.103841541	Add the numbers together one by one.	Add the numbers together one by one.	0
28	28	listen	echolalia	938027.191392333	Add the numbers together one by one.	Add the numbers together one by one.	0
29	29	readRepeat	echolalia	938033.0414015	He will allow a rare lie.	He will allow a rare lie.	0
29	29	listen	echolalia	938040.29146625	He will allow a rare lie.	He will allow a rare lie.	0
30	30	readRepeat	echolalia	938048.002627083	John's brother repainted the garage door.	John's brother repainted the garage door.	0
30	30	listen	echolalia	938061.066784291	John's brother repainted the garage door.	John's brother repainted the garage door.	0
31	31	readRepeat	echolalia	938074.991648041	He ate four extra eggs for breakfast.	He ate four extra eggs for breakfast.	0
31	31	listen	echolalia	938080.791672708	He ate four extra eggs for breakfast.	He ate four extra eggs for breakfast.	0
32	32	readRepeat	echolalia	938088.929108208	Jane helped her sister with homework.	Jane helped her sister with homework.	0
32	32	listen	echolalia	938095.841808333	Jane helped her sister with homework.	Jane helped her sister with homework.	0
33	33	readRepeat	echolalia	938103.2420135	Did you eat lunch yesterday?	Did you eat lunch yesterday?	0
33	33	listen	echolalia	938107.988027625	Did you eat lunch yesterday?	Did you eat lunch yesterday?	0
34	34	readRepeat	echolalia	938113.254433541	Do all farmers grow potatoes?	Do all farmers grow potatoes?	0
34	34	listen	echolalia	938118.479395041	Do all farmers grow potatoes?	Do all farmers grow potatoes?	0
35	35	readRepeat	echolalia	938124.392511625	My favorite ice cream flavor is vanilla.	My favorite ice cream flavor is vanilla.	0
36	36	readRepeat	echolalia	938124.528871791	Pick a prize from the bag.	Pick a prize from the bag.	0
36	36	listen	echolalia	938129.016190208	Pick a prize from the bag.	Pick a prize from the bag.	0
37	37	readRepeat	echolalia	938134.929467083	They all like long hot showers.	They all like long hot showers.	0
37	37	listen	echolalia	938140.154561916	They all like long hot showers.	They all like long hot showers.	0
38	38	readRepeat	echolalia	938145.8670775	We are open every Monday evening.	We are open every Monday evening.	0
38	38	listen	echolalia	938154.354741541	We are open every Monday evening.	We are open every Monday evening.	0
39	39	readRepeat	echolalia	938163.317425291	We welcome many new students each year.	We welcome many new students each year.	0
39	39	listen	echolalia	938169.379670833	We welcome many new students each year.	We welcome many new students each year.	0
40	40	readRepeat	echolalia	938176.177049958	She slipped on the stairs.	She slipped on the stairs.	0
40	40	listen	echolalia	938185.817211791	She slipped on the stairs.	She slipped on the stairs.	0
41	41	readRepeat	echolalia	938196.292447708	How much allowance do you get?	How much allowance do you get?	0
41	41	listen	echolalia	938202.679755583	How much allowance do you get?	How much allowance do you get?	0
42	42	readRepeat	echolalia	938209.579323708	Carl lives in a very small home.	Carl lives in a very small home.	0
42	42	listen	echolalia	938218.755101875	Carl lives in a very small home.	Carl lives in a very small home.	0
43	43	readRepeat	echolalia	938228.592713708	How do oysters make pearls?	How do oysters make pearls?	0
43	43	listen	echolalia	938241.193194083	How do oysters make pearls?	How do oysters make pearls?	0
44	44	readRepeat	echolalia	938254.40551675	Michael colored the bedroom wall with crayons.	Michael colored the bedroom wall with crayons.	0
44	44	listen	echolalia	938261.80512	Michael colored the bedroom wall with crayons.	Michael colored the bedroom wall with crayons.	0
45	45	readRepeat	echolalia	938270.342751333	She is taller than I am.	She is taller than I am.	0
45	45	listen	echolalia	938275.430279708	She is taller than I am.	She is taller than I am.	0
46	46	readRepeat	echolalia	938280.914757583	The roses smelled very sweet.	The roses smelled very sweet.	0
46	46	listen	echolalia	938286.03033	The roses smelled very sweet.	The roses smelled very sweet.	0
