June 22, 2022 at 12:49:50 PM
ONSET PROD LOG FILE
S0020_B2
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	1469172.366643125	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
1	1	listen	echolalia	1469178.740463916	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
2	2	readRepeat	echolalia	1469183.085682541	She wore warm, fleecy, woolen overalls.	She wore warm, fleecy, woolen overalls.	0
2	2	listen	echolalia	1469189.673425	She wore warm, fleecy, woolen overalls.	She wore warm, fleecy, woolen overalls.	0
3	3	readRepeat	echolalia	1469201.285831208	Reading in poor light gives you eyestrain.	Reading in poor light gives you eyestrain.	0
3	3	listen	echolalia	1469206.848587	Reading in poor light gives you eyestrain.	Reading in poor light gives you eyestrain.	0
4	4	readRepeat	echolalia	1469219.823018875	Even I occasionally get the Monday blues!	Even I occasionally get the Monday blues!	0
4	4	listen	echolalia	1469225.61115525	Even I occasionally get the Monday blues!	Even I occasionally get the Monday blues!	0
5	5	readRepeat	echolalia	1469232.598796416	We are open every Monday evening.	We are open every Monday evening.	0
5	5	listen	echolalia	1469243.598667	We are open every Monday evening.	We are open every Monday evening.	0
6	6	readRepeat	echolalia	1469255.2114775	It's not easy to create illuminating examples.	It's not easy to create illuminating examples.	0
6	6	listen	echolalia	1469261.636297708	It's not easy to create illuminating examples.	It's not easy to create illuminating examples.	0
7	7	readRepeat	echolalia	1469268.586539083	Mum strongly dislikes appetizers.	Mum strongly dislikes appetizers.	0
7	7	listen	echolalia	1469275.311556541	Mum strongly dislikes appetizers.	Mum strongly dislikes appetizers.	0
8	8	readRepeat	echolalia	1469282.499423291	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
8	8	listen	echolalia	1469288.963103166	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
9	9	readRepeat	echolalia	1469296.099145416	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
9	9	listen	echolalia	1469302.685899666	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
10	10	readRepeat	echolalia	1469309.711778791	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
10	10	listen	echolalia	1469316.28640575	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
11	11	readRepeat	echolalia	1469323.273700208	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
11	11	listen	echolalia	1469330.111727291	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
12	12	readRepeat	echolalia	1469342.486739	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
12	12	listen	echolalia	1469349.23685425	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
13	13	readRepeat	echolalia	1469356.636842125	Are you looking for employment?	Are you looking for employment?	0
13	13	listen	echolalia	1469363.197458041	Are you looking for employment?	Are you looking for employment?	0
14	14	readRepeat	echolalia	1469368.699279166	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
14	14	listen	echolalia	1469379.762641166	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
15	15	readRepeat	echolalia	1469390.412152708	We welcome many new students each year.	We welcome many new students each year.	0
15	15	listen	echolalia	1469398.7480085	We welcome many new students each year.	We welcome many new students each year.	0
16	16	readRepeat	echolalia	1469407.958231708	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
16	16	listen	echolalia	1469414.199855291	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
17	17	readRepeat	echolalia	1469421.274728083	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
17	17	listen	echolalia	1469429.574807875	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
18	18	readRepeat	echolalia	1469438.562153583	Nothing is as offensive as innocence.	Nothing is as offensive as innocence.	0
18	18	listen	echolalia	1469445.182866416	Nothing is as offensive as innocence.	Nothing is as offensive as innocence.	0
19	19	readRepeat	echolalia	1469454.012361083	Steve wore a bright red cashmere sweater.	Steve wore a bright red cashmere sweater.	0
19	19	listen	echolalia	1469460.949913541	Steve wore a bright red cashmere sweater.	Steve wore a bright red cashmere sweater.	0
