May 18, 2022 at 12:44:20 PM
ONSET PROD LOG FILE
S0019_B18
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	1224892.788114375	Diane may splurge and buy a turquoise necklace.	Diane may splurge and buy a turquoise necklace.	0
1	1	listen	echolalia	1224899.174671041	Diane may splurge and buy a turquoise necklace.	Diane may splurge and buy a turquoise necklace.	0
2	2	readRepeat	echolalia	1224903.140689583	Grandmother outgrew her upbringing in petticoats.	Grandmother outgrew her upbringing in petticoats.	0
2	2	listen	echolalia	1224908.806657083	Grandmother outgrew her upbringing in petticoats.	Grandmother outgrew her upbringing in petticoats.	0
3	3	readRepeat	echolalia	1224916.274498125	Objects made of pewter are beautiful.	Objects made of pewter are beautiful.	0
3	3	listen	echolalia	1224921.2581535	Objects made of pewter are beautiful.	Objects made of pewter are beautiful.	0
4	4	readRepeat	echolalia	1224928.44478975	Artificial intelligence is for real.	Artificial intelligence is for real.	0
4	4	listen	echolalia	1224933.758590291	Artificial intelligence is for real.	Artificial intelligence is for real.	0
5	5	readRepeat	echolalia	1224941.376020083	Todd placed top priority on getting his bike fixed.	Todd placed top priority on getting his bike fixed.	0
5	5	listen	echolalia	1224948.460083083	Todd placed top priority on getting his bike fixed.	Todd placed top priority on getting his bike fixed.	0
6	6	readRepeat	echolalia	1224958.227374416	When peeling an orange, it is hard not to spray juice.	When peeling an orange, it is hard not to spray juice.	0
6	6	listen	echolalia	1224965.544402833	When peeling an orange, it is hard not to spray juice.	When peeling an orange, it is hard not to spray juice.	0
7	7	readRepeat	echolalia	1224975.045276458	The morning dew on the spider web glistened in the sun.	The morning dew on the spider web glistened in the sun.	0
7	7	listen	echolalia	1224982.911005916	The morning dew on the spider web glistened in the sun.	The morning dew on the spider web glistened in the sun.	0
8	8	readRepeat	echolalia	1224993.345740625	Tornados often destroy aviaries.	Tornados often destroy aviaries.	0
8	8	listen	echolalia	1224999.4128	Tornados often destroy aviaries.	Tornados often destroy aviaries.	0
9	9	readRepeat	echolalia	1225007.978250625	They remained lifelong friends and companions.	They remained lifelong friends and companions.	0
9	9	listen	echolalia	1225013.779606916	They remained lifelong friends and companions.	They remained lifelong friends and companions.	0
