February 9, 2023 at 10:51:12 AM
ONSET PROD LOG FILE
S0024_B2
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	121924.128369166	Nancy has the best grades in the class.	Nancy has the best grades in the class.	0
1	1	listen	echolalia	121934.0485855	Nancy has the best grades in the class.	Nancy has the best grades in the class.	0
2	2	readRepeat	echolalia	121936.620215083	I took her word for it.	I took her word for it.	0
2	2	listen	echolalia	121942.557976625	I took her word for it.	I took her word for it.	0
3	3	readRepeat	echolalia	121952.10724975	Orange juice tastes funny after toothpaste.	Orange juice tastes funny after toothpaste.	0
3	3	listen	echolalia	121959.820484833	Orange juice tastes funny after toothpaste.	Orange juice tastes funny after toothpaste.	0
4	4	readRepeat	echolalia	121968.183385583	Robin likes the color yellow.	Robin likes the color yellow.	0
4	4	listen	echolalia	121974.620581041	Robin likes the color yellow.	Robin likes the color yellow.	0
5	5	readRepeat	echolalia	121981.583371333	Is she going with you?	Is she going with you?	0
5	5	listen	echolalia	121988.108264166	Is she going with you?	Is she going with you?	0
6	6	readRepeat	echolalia	121994.920624541	Which theatre shows "Mother Goose"?	Which theatre shows "Mother Goose"?	0
6	6	listen	echolalia	122001.9960705	Which theatre shows "Mother Goose"?	Which theatre shows "Mother Goose"?	0
7	7	readRepeat	echolalia	122009.720558	Cut a small corner off each edge.	Cut a small corner off each edge.	0
7	7	listen	echolalia	122018.320631	Cut a small corner off each edge.	Cut a small corner off each edge.	0
8	8	readRepeat	echolalia	122027.392029416	They all enjoy ice cream sundaes.	They all enjoy ice cream sundaes.	0
8	8	listen	echolalia	122034.65841075	They all enjoy ice cream sundaes.	They all enjoy ice cream sundaes.	0
9	9	readRepeat	echolalia	122043.079896791	Tom reads the same book every night.	Tom reads the same book every night.	0
9	9	listen	echolalia	122049.858283041	Tom reads the same book every night.	Tom reads the same book every night.	0
10	10	readRepeat	echolalia	122057.095838958	He ate four eggs for breakfast.	He ate four eggs for breakfast.	0
10	10	listen	echolalia	122064.133756583	He ate four eggs for breakfast.	He ate four eggs for breakfast.	0
11	11	readRepeat	echolalia	122071.3444825	They often go out in the evening.	They often go out in the evening.	0
11	11	listen	echolalia	122078.820972375	They often go out in the evening.	They often go out in the evening.	0
12	12	readRepeat	echolalia	122087.083473666	Spring Street is straight ahead.	Spring Street is straight ahead.	0
12	12	listen	echolalia	122093.54617775	Spring Street is straight ahead.	Spring Street is straight ahead.	0
13	13	readRepeat	echolalia	122100.708620333	Is this seesaw safe?	Is this seesaw safe?	0
