October 12, 2020 at 3:42:11 PM
ONSET PROD LOG FILE
S0007_B5
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	33095.217152541	Agricultural products are unevenly distributed.	Agricultural products are unevenly distributed.	0
1	1	listen	echolalia	33103.673300166	Agricultural products are unevenly distributed.	Agricultural products are unevenly distributed.	0
2	2	readRepeat	echolalia	33106.348126833	By eating yogurt, you may live longer.	By eating yogurt, you may live longer.	0
2	2	listen	echolalia	33118.135371208	By eating yogurt, you may live longer.	By eating yogurt, you may live longer.	0
3	3	readRepeat	echolalia	33130.845453375	The causeway ended abruptly at the shore.	The causeway ended abruptly at the shore.	0
3	3	listen	echolalia	33138.3733025	The causeway ended abruptly at the shore.	The causeway ended abruptly at the shore.	0
4	4	readRepeat	echolalia	33147.435732916	Weatherproof galoshes are very useful in Seattle.	Weatherproof galoshes are very useful in Seattle.	0
4	4	listen	echolalia	33155.448067791	Weatherproof galoshes are very useful in Seattle.	Weatherproof galoshes are very useful in Seattle.	0
5	5	readRepeat	echolalia	33164.035956458	The speech symposium might begin on Monday.	The speech symposium might begin on Monday.	0
5	5	listen	echolalia	33174.436008833	The speech symposium might begin on Monday.	The speech symposium might begin on Monday.	0
6	6	readRepeat	echolalia	33185.31088775	I'd rather not buy these shoes than be overcharged.	I'd rather not buy these shoes than be overcharged.	0
6	6	listen	echolalia	33191.883497333	I'd rather not buy these shoes than be overcharged.	I'd rather not buy these shoes than be overcharged.	0
7	7	readRepeat	echolalia	33199.061021291	Be careful not to plow over the flower beds.	Be careful not to plow over the flower beds.	0
7	7	listen	echolalia	33205.03606675	Be careful not to plow over the flower beds.	Be careful not to plow over the flower beds.	0
8	8	readRepeat	echolalia	33212.161549125	The overweight charmer could slip poison into anyone's tea.	The overweight charmer could slip poison into anyone's tea.	0
8	8	listen	echolalia	33219.898719583	The overweight charmer could slip poison into anyone's tea.	The overweight charmer could slip poison into anyone's tea.	0
9	9	readRepeat	echolalia	33228.024029	The angry boy answered but didn't look up.	The angry boy answered but didn't look up.	0
9	9	listen	echolalia	33234.248319333	The angry boy answered but didn't look up.	The angry boy answered but didn't look up.	0
10	10	readRepeat	echolalia	33241.098781416	Which long article was opaque and needed clarification?	Which long article was opaque and needed clarification?	0
10	10	listen	echolalia	33251.473820208	Which long article was opaque and needed clarification?	Which long article was opaque and needed clarification?	0
11	11	readRepeat	echolalia	33262.624012458	Help celebrate your brother's success.	Help celebrate your brother's success.	0
11	11	listen	echolalia	33269.824147791	Help celebrate your brother's success.	Help celebrate your brother's success.	0
12	12	readRepeat	echolalia	33278.661730583	Will you please confirm government policy regarding waste removal?	Will you please confirm government policy regarding waste removal?	0
12	12	listen	echolalia	33285.361540958	Will you please confirm government policy regarding waste removal?	Will you please confirm government policy regarding waste removal?	0
13	13	readRepeat	echolalia	33293.186543625	They assume no burglar will ever enter here.	They assume no burglar will ever enter here.	0
13	13	listen	echolalia	33300.361568833	They assume no burglar will ever enter here.	They assume no burglar will ever enter here.	0
14	14	readRepeat	echolalia	33313.174210291	He will allow a rare lie.	He will allow a rare lie.	0
14	14	listen	echolalia	33318.499824541	He will allow a rare lie.	He will allow a rare lie.	0
15	15	readRepeat	echolalia	33325.47434325	Curiosity and mediocrity seldom co-exist.	Curiosity and mediocrity seldom co-exist.	0
15	15	listen	echolalia	33333.886971166	Curiosity and mediocrity seldom co-exist.	Curiosity and mediocrity seldom co-exist.	0
16	16	readRepeat	echolalia	33342.77456325	His sudden departure shocked the cast.	His sudden departure shocked the cast.	0
16	16	listen	echolalia	33348.161961625	His sudden departure shocked the cast.	His sudden departure shocked the cast.	0
17	17	readRepeat	echolalia	33354.062056083	She slipped and sprained her ankle on the steep slope.	She slipped and sprained her ankle on the steep slope.	0
17	17	listen	echolalia	33361.385587708	She slipped and sprained her ankle on the steep slope.	She slipped and sprained her ankle on the steep slope.	0
18	18	readRepeat	echolalia	33369.162230166	A big goat idly ambled through the farmyard.	A big goat idly ambled through the farmyard.	0
18	18	listen	echolalia	33376.199778875	A big goat idly ambled through the farmyard.	A big goat idly ambled through the farmyard.	0
19	19	readRepeat	echolalia	33383.774463541	Should giraffes be kept in small zoos?	Should giraffes be kept in small zoos?	0
19	19	listen	echolalia	33389.249551083	Should giraffes be kept in small zoos?	Should giraffes be kept in small zoos?	0
