July 19, 2022 at 4:33:55 PM
ONSET PROD LOG FILE
TCH06_B4
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	52048.524448125	Diane may splurge and buy a turquoise necklace.	Diane may splurge and buy a turquoise necklace.	0
1	1	listen	echolalia	52056.556416541	Diane may splurge and buy a turquoise necklace.	Diane may splurge and buy a turquoise necklace.	0
2	2	readRepeat	echolalia	52061.58007275	Grandmother outgrew her upbringing in petticoats.	Grandmother outgrew her upbringing in petticoats.	0
2	2	listen	echolalia	52069.194814208	Grandmother outgrew her upbringing in petticoats.	Grandmother outgrew her upbringing in petticoats.	0
3	3	readRepeat	echolalia	52079.583709291	Objects made of pewter are beautiful.	Objects made of pewter are beautiful.	0
3	3	listen	echolalia	52089.198120291	Objects made of pewter are beautiful.	Objects made of pewter are beautiful.	0
4	4	readRepeat	echolalia	52303.464684666	Artificial intelligence is for real.	Artificial intelligence is for real.	0
4	4	listen	echolalia	52311.040246791	Artificial intelligence is for real.	Artificial intelligence is for real.	0
5	5	readRepeat	echolalia	52320.021442375	Todd placed top priority on getting his bike fixed.	Todd placed top priority on getting his bike fixed.	0
5	5	listen	echolalia	52327.15255225	Todd placed top priority on getting his bike fixed.	Todd placed top priority on getting his bike fixed.	0
6	6	readRepeat	echolalia	52335.649779	When peeling an orange, it is hard not to spray juice.	When peeling an orange, it is hard not to spray juice.	0
6	6	listen	echolalia	52344.46416125	When peeling an orange, it is hard not to spray juice.	When peeling an orange, it is hard not to spray juice.	0
7	7	readRepeat	echolalia	52355.011848333	The morning dew on the spider web glistened in the sun.	The morning dew on the spider web glistened in the sun.	0
7	7	listen	echolalia	52361.759972625	The morning dew on the spider web glistened in the sun.	The morning dew on the spider web glistened in the sun.	0
8	8	readRepeat	echolalia	52369.874506583	Tornados often destroy aviaries.	Tornados often destroy aviaries.	0
8	8	listen	echolalia	52385.712419	Tornados often destroy aviaries.	Tornados often destroy aviaries.	0
9	9	readRepeat	echolalia	52413.653783541	They remained lifelong friends and companions.	They remained lifelong friends and companions.	0
9	9	listen	echolalia	52418.995280083	They remained lifelong friends and companions.	They remained lifelong friends and companions.	0
10	10	readRepeat	echolalia	52425.476782041	The football team coach has a watch as thin as a dime.	The football team coach has a watch as thin as a dime.	0
10	10	listen	echolalia	52431.683499958	The football team coach has a watch as thin as a dime.	The football team coach has a watch as thin as a dime.	0
11	11	readRepeat	echolalia	52439.264873708	They often go out in the evening.	They often go out in the evening.	0
11	11	listen	echolalia	52444.997063833	They often go out in the evening.	They often go out in the evening.	0
12	12	readRepeat	echolalia	52451.986640333	Our experiment's positive outcome was unexpected.	Our experiment's positive outcome was unexpected.	0
12	12	listen	echolalia	52457.984645666	Our experiment's positive outcome was unexpected.	Our experiment's positive outcome was unexpected.	0
13	13	readRepeat	echolalia	52465.106728875	Each stag surely finds a big fawn.	Each stag surely finds a big fawn.	0
13	13	listen	echolalia	52473.571204625	Each stag surely finds a big fawn.	Each stag surely finds a big fawn.	0
14	14	readRepeat	echolalia	52483.502444208	The cigarettes in the clay ashtray overflowed onto the oak table.	The cigarettes in the clay ashtray overflowed onto the oak table.	0
14	14	listen	echolalia	52490.734472083	The cigarettes in the clay ashtray overflowed onto the oak table.	The cigarettes in the clay ashtray overflowed onto the oak table.	0
15	15	readRepeat	echolalia	52499.406901583	Project development was proceeding too slowly.	Project development was proceeding too slowly.	0
15	15	listen	echolalia	52507.2049655	Project development was proceeding too slowly.	Project development was proceeding too slowly.	0
16	16	readRepeat	echolalia	52516.494188666	Will Robin wear a yellow lily?	Will Robin wear a yellow lily?	0
16	16	listen	echolalia	52523.392376416	Will Robin wear a yellow lily?	Will Robin wear a yellow lily?	0
17	17	readRepeat	echolalia	52531.93212275	Thomas thinks a larger clamp solves the problem.	Thomas thinks a larger clamp solves the problem.	0
17	17	listen	echolalia	52538.847160375	Thomas thinks a larger clamp solves the problem.	Thomas thinks a larger clamp solves the problem.	0
18	18	readRepeat	echolalia	52547.352996375	This was easy for us.	This was easy for us.	0
18	18	listen	echolalia	52552.835212291	This was easy for us.	This was easy for us.	0
19	19	readRepeat	echolalia	52559.63315275	December and January are nice months to spend in Miami.	December and January are nice months to spend in Miami.	0
19	19	listen	echolalia	52567.098120708	December and January are nice months to spend in Miami.	December and January are nice months to spend in Miami.	0
20	20	readRepeat	echolalia	52575.845433041	Last year's gas shortage caused steep price increases.	Last year's gas shortage caused steep price increases.	0
20	20	listen	echolalia	52582.960278291	Last year's gas shortage caused steep price increases.	Last year's gas shortage caused steep price increases.	0
0	0	break	break	52591.383058541	break	break	break
1	21	readRepeat	shuffled	52591.383058541	Diane may splurge and buy a turquoise necklace.	Our experiment's positive outcome was unexpected.	0
1	21	listen	shuffled	52647.618579625	Diane may splurge and buy a turquoise necklace.	Our experiment's positive outcome was unexpected.	0
