May 5, 2019 at 2:41:17 PM
ONSET PROD LOG FILE
S0004_B12
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	218536.755733625	Diane may splurge and buy a turquoise necklace.	Diane may splurge and buy a turquoise necklace.	0
1	1	listen	echolalia	218544.038451583	Diane may splurge and buy a turquoise necklace.	Diane may splurge and buy a turquoise necklace.	0
2	2	readRepeat	echolalia	218548.805331375	Grandmother outgrew her upbringing in petticoats.	Grandmother outgrew her upbringing in petticoats.	0
2	2	listen	echolalia	218555.105591041	Grandmother outgrew her upbringing in petticoats.	Grandmother outgrew her upbringing in petticoats.	0
3	3	readRepeat	echolalia	218564.622744166	Objects made of pewter are beautiful.	Objects made of pewter are beautiful.	0
3	3	listen	echolalia	218569.506273	Objects made of pewter are beautiful.	Objects made of pewter are beautiful.	0
4	4	readRepeat	echolalia	218574.740301125	Artificial intelligence is for real.	Artificial intelligence is for real.	0
4	4	listen	echolalia	218579.773575375	Artificial intelligence is for real.	Artificial intelligence is for real.	0
5	5	readRepeat	echolalia	218585.307359208	Todd placed top priority on getting his bike fixed.	Todd placed top priority on getting his bike fixed.	0
5	5	listen	echolalia	218591.356941708	Todd placed top priority on getting his bike fixed.	Todd placed top priority on getting his bike fixed.	0
6	6	readRepeat	echolalia	218598.007961333	When peeling an orange, it is hard not to spray juice.	When peeling an orange, it is hard not to spray juice.	0
6	6	listen	echolalia	218603.725336	When peeling an orange, it is hard not to spray juice.	When peeling an orange, it is hard not to spray juice.	0
7	7	readRepeat	echolalia	218610.208050791	The morning dew on the spider web glistened in the sun.	The morning dew on the spider web glistened in the sun.	0
7	7	listen	echolalia	218615.875443958	The morning dew on the spider web glistened in the sun.	The morning dew on the spider web glistened in the sun.	0
8	8	readRepeat	echolalia	218622.109189	Tornados often destroy aviaries.	Tornados often destroy aviaries.	0
8	8	listen	echolalia	218626.559705541	Tornados often destroy aviaries.	Tornados often destroy aviaries.	0
9	9	readRepeat	echolalia	218631.493569458	They remained lifelong friends and companions.	They remained lifelong friends and companions.	0
9	9	listen	echolalia	218641.060389041	They remained lifelong friends and companions.	They remained lifelong friends and companions.	0
10	10	readRepeat	echolalia	218651.876906958	The football team coach has a watch as thin as a dime.	The football team coach has a watch as thin as a dime.	0
10	10	listen	echolalia	218657.144325	The football team coach has a watch as thin as a dime.	The football team coach has a watch as thin as a dime.	0
11	11	readRepeat	echolalia	218663.144505666	They often go out in the evening.	They often go out in the evening.	0
11	11	listen	echolalia	218667.044744416	They often go out in the evening.	They often go out in the evening.	0
12	12	readRepeat	echolalia	218671.46196825	Our experiment's positive outcome was unexpected.	Our experiment's positive outcome was unexpected.	0
12	12	listen	echolalia	218676.928896416	Our experiment's positive outcome was unexpected.	Our experiment's positive outcome was unexpected.	0
13	13	readRepeat	echolalia	218683.429351333	Each stag surely finds a big fawn.	Each stag surely finds a big fawn.	0
13	13	listen	echolalia	218689.280192916	Each stag surely finds a big fawn.	Each stag surely finds a big fawn.	0
14	14	readRepeat	echolalia	218695.829304708	The cigarettes in the clay ashtray overflowed onto the oak table.	The cigarettes in the clay ashtray overflowed onto the oak table.	0
14	14	listen	echolalia	218702.363984625	The cigarettes in the clay ashtray overflowed onto the oak table.	The cigarettes in the clay ashtray overflowed onto the oak table.	0
15	15	readRepeat	echolalia	218710.330969958	Project development was proceeding too slowly.	Project development was proceeding too slowly.	0
15	15	listen	echolalia	218715.798167	Project development was proceeding too slowly.	Project development was proceeding too slowly.	0
16	16	readRepeat	echolalia	218721.731476958	Will Robin wear a yellow lily?	Will Robin wear a yellow lily?	0
16	16	listen	echolalia	218726.431983041	Will Robin wear a yellow lily?	Will Robin wear a yellow lily?	0
17	17	readRepeat	echolalia	218731.915266541	Thomas thinks a larger clamp solves the problem.	Thomas thinks a larger clamp solves the problem.	0
17	17	listen	echolalia	218736.982079666	Thomas thinks a larger clamp solves the problem.	Thomas thinks a larger clamp solves the problem.	0
18	18	readRepeat	echolalia	218742.716543458	This was easy for us.	This was easy for us.	0
18	18	listen	echolalia	218746.49950275	This was easy for us.	This was easy for us.	0
19	19	readRepeat	echolalia	218750.783489416	December and January are nice months to spend in Miami.	December and January are nice months to spend in Miami.	0
19	19	listen	echolalia	218756.783947583	December and January are nice months to spend in Miami.	December and January are nice months to spend in Miami.	0
20	20	readRepeat	echolalia	218763.46707225	Last year's gas shortage caused steep price increases.	Last year's gas shortage caused steep price increases.	0
20	20	listen	echolalia	218769.217930375	Last year's gas shortage caused steep price increases.	Last year's gas shortage caused steep price increases.	0
0	0	break	break	218775.601310291	break	break	break
1	21	readRepeat	shuffled	218775.601310291	Diane may splurge and buy a turquoise necklace.	Will Robin wear a yellow lily?	0
1	21	listen	shuffled	218787.551813458	Diane may splurge and buy a turquoise necklace.	Will Robin wear a yellow lily?	0
2	22	readRepeat	shuffled	218792.718688458	Grandmother outgrew her upbringing in petticoats.	Tornados often destroy aviaries.	0
2	22	listen	shuffled	218797.634601416	Grandmother outgrew her upbringing in petticoats.	Tornados often destroy aviaries.	0
