July 19, 2022 at 4:45:06 PM
ONSET PROD LOG FILE
TCH06_B5
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	52719.441353041	Agricultural products are unevenly distributed.	Agricultural products are unevenly distributed.	0
1	1	listen	echolalia	52733.810985125	Agricultural products are unevenly distributed.	Agricultural products are unevenly distributed.	0
2	2	readRepeat	echolalia	52736.7950975	By eating yogurt, you may live longer.	By eating yogurt, you may live longer.	0
2	2	listen	echolalia	52743.892999208	By eating yogurt, you may live longer.	By eating yogurt, you may live longer.	0
3	3	readRepeat	echolalia	52752.46559925	The causeway ended abruptly at the shore.	The causeway ended abruptly at the shore.	0
3	3	listen	echolalia	52758.447718041	The causeway ended abruptly at the shore.	The causeway ended abruptly at the shore.	0
4	4	readRepeat	echolalia	52766.22064925	Weatherproof galoshes are very useful in Seattle.	Weatherproof galoshes are very useful in Seattle.	0
4	4	listen	echolalia	52774.526562583	Weatherproof galoshes are very useful in Seattle.	Weatherproof galoshes are very useful in Seattle.	0
5	5	readRepeat	echolalia	52785.3570605	The speech symposium might begin on Monday.	The speech symposium might begin on Monday.	0
5	5	listen	echolalia	52794.104817166	The speech symposium might begin on Monday.	The speech symposium might begin on Monday.	0
6	6	readRepeat	echolalia	52804.485420875	I'd rather not buy these shoes than be overcharged.	I'd rather not buy these shoes than be overcharged.	0
6	6	listen	echolalia	52810.383959041	I'd rather not buy these shoes than be overcharged.	I'd rather not buy these shoes than be overcharged.	0
7	7	readRepeat	echolalia	52817.773457208	Be careful not to plow over the flower beds.	Be careful not to plow over the flower beds.	0
7	7	listen	echolalia	52823.863321875	Be careful not to plow over the flower beds.	Be careful not to plow over the flower beds.	0
8	8	readRepeat	echolalia	52831.828458833	The overweight charmer could slip poison into anyone's tea.	The overweight charmer could slip poison into anyone's tea.	0
