May 16, 2022 at 3:00:49 PM
ONSET PROD LOG FILE
S0019_B17
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	1213556.082023833	Addition and subtraction are learned skills.	Addition and subtraction are learned skills.	0
1	1	listen	echolalia	1213563.547804958	Addition and subtraction are learned skills.	Addition and subtraction are learned skills.	0
2	2	readRepeat	echolalia	1213569.164296041	How much allowance do you get?	How much allowance do you get?	0
2	2	listen	echolalia	1213574.381270416	How much allowance do you get?	How much allowance do you get?	0
3	3	readRepeat	echolalia	1213581.698419166	Cyclical programs will never compile.	Cyclical programs will never compile.	0
3	3	listen	echolalia	1213587.932446083	Cyclical programs will never compile.	Cyclical programs will never compile.	0
4	4	readRepeat	echolalia	1213596.032393333	The Boston Ballet overcame their funding shortage.	The Boston Ballet overcame their funding shortage.	0
4	4	listen	echolalia	1213603.549617291	The Boston Ballet overcame their funding shortage.	The Boston Ballet overcame their funding shortage.	0
5	5	readRepeat	echolalia	1213614.050127875	Every cab needs repainting often.	Every cab needs repainting often.	0
5	5	listen	echolalia	1213620.017815583	Every cab needs repainting often.	Every cab needs repainting often.	0
6	6	readRepeat	echolalia	1213628.251093	Help Greg to pick a peck of potatoes.	Help Greg to pick a peck of potatoes.	0
6	6	listen	echolalia	1213634.768201541	Help Greg to pick a peck of potatoes.	Help Greg to pick a peck of potatoes.	0
7	7	readRepeat	echolalia	1213645.685598416	We like blue cheese but Victor likes brie.	We like blue cheese but Victor likes brie.	0
7	7	listen	echolalia	1213652.3025045	We like blue cheese but Victor likes brie.	We like blue cheese but Victor likes brie.	0
8	8	readRepeat	echolalia	1213662.653175125	Count the number of teaspoons of soysauce that you add.	Count the number of teaspoons of soysauce that you add.	0
8	8	listen	echolalia	1213669.470181208	Count the number of teaspoons of soysauce that you add.	Count the number of teaspoons of soysauce that you add.	0
9	9	readRepeat	echolalia	1213679.57039225	Bagpipes and bongos are musical instruments.	Bagpipes and bongos are musical instruments.	0
9	9	listen	echolalia	1213686.620961958	Bagpipes and bongos are musical instruments.	Bagpipes and bongos are musical instruments.	0
10	10	readRepeat	echolalia	1213696.621421333	How good is your endurance?	How good is your endurance?	0
10	10	listen	echolalia	1213702.386417875	How good is your endurance?	How good is your endurance?	0
11	11	readRepeat	echolalia	1213710.072790541	The essay undeniably reflects our view ably.	The essay undeniably reflects our view ably.	0
11	11	listen	echolalia	1213718.022530625	The essay undeniably reflects our view ably.	The essay undeniably reflects our view ably.	0
12	12	readRepeat	echolalia	1213744.607634416	A boring novel is a superb sleeping pill.	A boring novel is a superb sleeping pill.	0
