April 1, 2022 at 11:21:45 AM
ONSET PROD LOG FILE
S0018_B4
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	937191.047481166	Nancy has the best grades in the class.	Nancy has the best grades in the class.	0
1	1	listen	echolalia	937199.749903666	Nancy has the best grades in the class.	Nancy has the best grades in the class.	0
2	2	readRepeat	echolalia	937202.36200725	I took her word for it.	I took her word for it.	0
2	2	listen	echolalia	937207.532436208	I took her word for it.	I took her word for it.	0
3	3	readRepeat	echolalia	937213.450231375	Orange juice tastes funny after toothpaste.	Orange juice tastes funny after toothpaste.	0
3	3	listen	echolalia	937221.074705708	Orange juice tastes funny after toothpaste.	Orange juice tastes funny after toothpaste.	0
4	4	readRepeat	echolalia	937229.274632166	Robin likes the color yellow.	Robin likes the color yellow.	0
4	4	listen	echolalia	937235.212210583	Robin likes the color yellow.	Robin likes the color yellow.	0
5	5	readRepeat	echolalia	937241.799903875	Is she going with you?	Is she going with you?	0
5	5	listen	echolalia	937246.249775166	Is she going with you?	Is she going with you?	0
6	6	readRepeat	echolalia	937251.275170708	Which theatre shows "Mother Goose"?	Which theatre shows "Mother Goose"?	0
6	6	listen	echolalia	937260.849829583	Which theatre shows "Mother Goose"?	Which theatre shows "Mother Goose"?	0
7	7	readRepeat	echolalia	937271.896496208	Cut a small corner off each edge.	Cut a small corner off each edge.	0
7	7	listen	echolalia	937279.012311166	Cut a small corner off each edge.	Cut a small corner off each edge.	0
8	8	readRepeat	echolalia	937286.687958916	They all enjoy ice cream sundaes.	They all enjoy ice cream sundaes.	0
8	8	listen	echolalia	937293.947237458	They all enjoy ice cream sundaes.	They all enjoy ice cream sundaes.	0
9	9	readRepeat	echolalia	937301.81255975	Tom reads the same book every night.	Tom reads the same book every night.	0
9	9	listen	echolalia	937308.532838833	Tom reads the same book every night.	Tom reads the same book every night.	0
10	10	readRepeat	echolalia	937315.925325791	He ate four eggs for breakfast.	He ate four eggs for breakfast.	0
10	10	listen	echolalia	937322.012971875	He ate four eggs for breakfast.	He ate four eggs for breakfast.	0
11	11	readRepeat	echolalia	937328.621826791	They often go out in the evening.	They often go out in the evening.	0
11	11	listen	echolalia	937335.050258458	They often go out in the evening.	They often go out in the evening.	0
12	12	readRepeat	echolalia	937343.422986	Spring Street is straight ahead.	Spring Street is straight ahead.	0
12	12	listen	echolalia	937352.413001208	Spring Street is straight ahead.	Spring Street is straight ahead.	0
13	13	readRepeat	echolalia	937362.320654208	Is this seesaw safe?	Is this seesaw safe?	0
13	13	listen	echolalia	937368.312821375	Is this seesaw safe?	Is this seesaw safe?	0
14	14	readRepeat	echolalia	937374.988089	This was easy for us.	This was easy for us.	0
14	14	listen	echolalia	937379.387993083	This was easy for us.	This was easy for us.	0
15	15	readRepeat	echolalia	937384.56350925	I saw a purple crab on the beach.	I saw a purple crab on the beach.	0
15	15	listen	echolalia	937390.250540583	I saw a purple crab on the beach.	I saw a purple crab on the beach.	0
16	16	readRepeat	echolalia	937396.513219458	Don't do Charlie's dirty dishes.	Don't do Charlie's dirty dishes.	0
16	16	listen	echolalia	937405.111192125	Don't do Charlie's dirty dishes.	Don't do Charlie's dirty dishes.	0
17	17	readRepeat	echolalia	937414.300873416	Should giraffes be kept in small zoos?	Should giraffes be kept in small zoos?	0
17	17	listen	echolalia	937421.576187375	Should giraffes be kept in small zoos?	Should giraffes be kept in small zoos?	0
18	18	readRepeat	echolalia	937429.538175708	Even I get the Monday blues!	Even I get the Monday blues!	0
