October 11, 2020 at 4:19:24 PM
ONSET PROD LOG FILE
S0007_B3
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	27023.013605541	Addition and subtraction are learned skills.	Addition and subtraction are learned skills.	0
1	1	listen	echolalia	27046.337110458	Addition and subtraction are learned skills.	Addition and subtraction are learned skills.	0
2	2	readRepeat	echolalia	27070.199339416	How much allowance do you get?	How much allowance do you get?	0
2	2	listen	echolalia	27075.799384958	How much allowance do you get?	How much allowance do you get?	0
3	3	readRepeat	echolalia	27081.862177375	Cyclical programs will never compile.	Cyclical programs will never compile.	0
3	3	listen	echolalia	27093.124212125	Cyclical programs will never compile.	Cyclical programs will never compile.	0
4	4	readRepeat	echolalia	27129.737314	The Boston Ballet overcame their funding shortage.	The Boston Ballet overcame their funding shortage.	0
4	4	listen	echolalia	27136.788152125	The Boston Ballet overcame their funding shortage.	The Boston Ballet overcame their funding shortage.	0
5	5	readRepeat	echolalia	27144.199858375	Every cab needs repainting often.	Every cab needs repainting often.	0
5	5	listen	echolalia	27150.349875625	Every cab needs repainting often.	Every cab needs repainting often.	0
6	6	readRepeat	echolalia	27157.024833041	Help Greg to pick a peck of potatoes.	Help Greg to pick a peck of potatoes.	0
6	6	listen	echolalia	27165.249961916	Help Greg to pick a peck of potatoes.	Help Greg to pick a peck of potatoes.	0
7	7	readRepeat	echolalia	27174.05003525	We like blue cheese but Victor likes brie.	We like blue cheese but Victor likes brie.	0
7	7	listen	echolalia	27183.363028958	We like blue cheese but Victor likes brie.	We like blue cheese but Victor likes brie.	0
8	8	readRepeat	echolalia	27196.98762225	Count the number of teaspoons of soysauce that you add.	Count the number of teaspoons of soysauce that you add.	0
8	8	listen	echolalia	27204.187678166	Count the number of teaspoons of soysauce that you add.	Count the number of teaspoons of soysauce that you add.	0
9	9	readRepeat	echolalia	27211.913143666	Bagpipes and bongos are musical instruments.	Bagpipes and bongos are musical instruments.	0
