October 14, 2021 at 12:24:22 PM
ONSET PROD LOG FILE
S0015_B2
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	426988.642569958	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
1	1	listen	echolalia	426995.843880458	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
2	2	readRepeat	echolalia	426999.575511208	She wore warm, fleecy, woolen overalls.	She wore warm, fleecy, woolen overalls.	0
2	2	listen	echolalia	427006.8283005	She wore warm, fleecy, woolen overalls.	She wore warm, fleecy, woolen overalls.	0
3	3	readRepeat	echolalia	427023.178925083	Reading in poor light gives you eyestrain.	Reading in poor light gives you eyestrain.	0
3	3	listen	echolalia	427028.561764	Reading in poor light gives you eyestrain.	Reading in poor light gives you eyestrain.	0
4	4	readRepeat	echolalia	427037.379751625	Even I occasionally get the Monday blues!	Even I occasionally get the Monday blues!	0
4	4	listen	echolalia	427043.498168458	Even I occasionally get the Monday blues!	Even I occasionally get the Monday blues!	0
5	5	readRepeat	echolalia	427050.080459125	We are open every Monday evening.	We are open every Monday evening.	0
5	5	listen	echolalia	427054.830582958	We are open every Monday evening.	We are open every Monday evening.	0
6	6	readRepeat	echolalia	427060.462901583	It's not easy to create illuminating examples.	It's not easy to create illuminating examples.	0
6	6	listen	echolalia	427065.882098791	It's not easy to create illuminating examples.	It's not easy to create illuminating examples.	0
7	7	readRepeat	echolalia	427071.931767541	Mum strongly dislikes appetizers.	Mum strongly dislikes appetizers.	0
7	7	listen	echolalia	427077.030794041	Mum strongly dislikes appetizers.	Mum strongly dislikes appetizers.	0
8	8	readRepeat	echolalia	427082.732021708	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
8	8	listen	echolalia	427088.365856208	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
9	9	readRepeat	echolalia	427094.683136583	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
9	9	listen	echolalia	427103.649888583	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
10	10	readRepeat	echolalia	427137.718910125	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
10	10	listen	echolalia	427143.136051208	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
11	11	readRepeat	echolalia	427148.93584975	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
11	11	listen	echolalia	427155.785214791	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
12	12	readRepeat	echolalia	427163.186413125	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
12	12	listen	echolalia	427169.503849458	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
13	13	readRepeat	echolalia	427176.754135041	Are you looking for employment?	Are you looking for employment?	0
13	13	listen	echolalia	427181.071031041	Are you looking for employment?	Are you looking for employment?	0
14	14	readRepeat	echolalia	427186.238319125	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
14	14	listen	echolalia	427194.1553605	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
15	15	readRepeat	echolalia	427202.772387708	We welcome many new students each year.	We welcome many new students each year.	0
15	15	listen	echolalia	427208.506056	We welcome many new students each year.	We welcome many new students each year.	0
16	16	readRepeat	echolalia	427215.072956708	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
16	16	listen	echolalia	427220.539891958	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
17	17	readRepeat	echolalia	427226.723606083	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
17	17	listen	echolalia	427231.923974875	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
