May 13, 2022 at 3:41:28 PM
ONSET PROD LOG FILE
S0019_B8
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
1	1	readRepeat	echolalia	1181340.198060041	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
1	1	listen	echolalia	1181346.207030666	Are your grades higher or lower than Nancy's?	Are your grades higher or lower than Nancy's?	0
2	2	readRepeat	echolalia	1181354.174669291	She wore warm, fleecy, woolen overalls.	She wore warm, fleecy, woolen overalls.	0
2	2	listen	echolalia	1181359.774776666	She wore warm, fleecy, woolen overalls.	She wore warm, fleecy, woolen overalls.	0
3	3	readRepeat	echolalia	1181367.25884875	Reading in poor light gives you eyestrain.	Reading in poor light gives you eyestrain.	0
3	3	listen	echolalia	1181373.241004958	Reading in poor light gives you eyestrain.	Reading in poor light gives you eyestrain.	0
4	4	readRepeat	echolalia	1181381.109305666	Even I occasionally get the Monday blues!	Even I occasionally get the Monday blues!	0
4	4	listen	echolalia	1181387.292721	Even I occasionally get the Monday blues!	Even I occasionally get the Monday blues!	0
5	5	readRepeat	echolalia	1181396.859898666	We are open every Monday evening.	We are open every Monday evening.	0
5	5	listen	echolalia	1181404.027391875	We are open every Monday evening.	We are open every Monday evening.	0
6	6	readRepeat	echolalia	1181441.045895416	It's not easy to create illuminating examples.	It's not easy to create illuminating examples.	0
6	6	listen	echolalia	1181447.26270775	It's not easy to create illuminating examples.	It's not easy to create illuminating examples.	0
7	7	readRepeat	echolalia	1181455.529777458	Mum strongly dislikes appetizers.	Mum strongly dislikes appetizers.	0
7	7	listen	echolalia	1181462.047137291	Mum strongly dislikes appetizers.	Mum strongly dislikes appetizers.	0
8	8	readRepeat	echolalia	1181470.481254375	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
8	8	listen	echolalia	1181477.7480325	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
9	9	readRepeat	echolalia	1181489.731813166	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
9	9	listen	echolalia	1181497.099448583	The frightened child was gently subdued by his big brother.	The frightened child was gently subdued by his big brother.	0
10	10	readRepeat	echolalia	1181506.549627833	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
10	10	listen	echolalia	1181513.498807458	Even a simple vocabulary contains symbols.	Even a simple vocabulary contains symbols.	0
11	11	readRepeat	echolalia	1181523.515113916	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
11	11	listen	echolalia	1181530.7514225	A crab challenged me, but a quick stab vanquished him.	A crab challenged me, but a quick stab vanquished him.	0
12	12	readRepeat	echolalia	1181540.549353083	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
12	12	listen	echolalia	1181547.985704541	Glucose and fructose are natural sugars found in fruit.	Glucose and fructose are natural sugars found in fruit.	0
13	13	readRepeat	echolalia	1181557.918947458	Are you looking for employment?	Are you looking for employment?	0
13	13	listen	echolalia	1181563.619809166	Are you looking for employment?	Are you looking for employment?	0
14	14	readRepeat	echolalia	1181571.869744166	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
14	14	listen	echolalia	1181580.387537208	Coffee is grown on steep, jungle-like slopes in temperate zones.	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
15	15	readRepeat	echolalia	1181591.420932083	We welcome many new students each year.	We welcome many new students each year.	0
15	15	listen	echolalia	1181597.704595375	We welcome many new students each year.	We welcome many new students each year.	0
16	16	readRepeat	echolalia	1181606.238327791	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
16	16	listen	echolalia	1181612.489267666	Only the best players enjoy popularity.	Only the best players enjoy popularity.	0
17	17	readRepeat	echolalia	1181621.806497916	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
17	17	listen	echolalia	1181628.240173458	Calcium makes bones and teeth strong.	Calcium makes bones and teeth strong.	0
18	18	readRepeat	echolalia	1181637.2228345	Nothing is as offensive as innocence.	Nothing is as offensive as innocence.	0
18	18	listen	echolalia	1181643.874584166	Nothing is as offensive as innocence.	Nothing is as offensive as innocence.	0
19	19	readRepeat	echolalia	1181653.272594166	Steve wore a bright red cashmere sweater.	Steve wore a bright red cashmere sweater.	0
19	19	listen	echolalia	1181659.675111541	Steve wore a bright red cashmere sweater.	Steve wore a bright red cashmere sweater.	0
20	20	readRepeat	echolalia	1181667.975336375	Barb's gold bracelet was a graduation present.	Barb's gold bracelet was a graduation present.	0
20	20	listen	echolalia	1181675.242436833	Barb's gold bracelet was a graduation present.	Barb's gold bracelet was a graduation present.	0
0	0	break	break	1181685.674985666	break	break	break
1	21	readRepeat	shuffled	1181685.674985666	Are your grades higher or lower than Nancy's?	We welcome many new students each year.	0
1	21	listen	shuffled	1181707.193890708	Are your grades higher or lower than Nancy's?	We welcome many new students each year.	0
2	22	readRepeat	shuffled	1181716.144540416	She wore warm, fleecy, woolen overalls.	Even a simple vocabulary contains symbols.	0
2	22	listen	shuffled	1181722.544878083	She wore warm, fleecy, woolen overalls.	Even a simple vocabulary contains symbols.	0
3	23	readRepeat	shuffled	1181731.445092208	Reading in poor light gives you eyestrain.	It's not easy to create illuminating examples.	0
3	23	listen	shuffled	1181737.079187458	Reading in poor light gives you eyestrain.	It's not easy to create illuminating examples.	0
4	24	readRepeat	shuffled	1181750.145035291	Even I occasionally get the Monday blues!	Are you looking for employment?	0
4	24	listen	shuffled	1181757.3488585	Even I occasionally get the Monday blues!	Are you looking for employment?	0
5	25	readRepeat	shuffled	1181765.647456416	We are open every Monday evening.	Mum strongly dislikes appetizers.	0
5	25	listen	shuffled	1181772.68134	We are open every Monday evening.	Mum strongly dislikes appetizers.	0
6	26	readRepeat	shuffled	1181781.398405541	It's not easy to create illuminating examples.	Barb's gold bracelet was a graduation present.	0
6	26	listen	shuffled	1181788.215563875	It's not easy to create illuminating examples.	Barb's gold bracelet was a graduation present.	0
7	27	readRepeat	shuffled	1181798.283033583	Mum strongly dislikes appetizers.	Are your grades higher or lower than Nancy's?	0
7	27	listen	shuffled	1181804.233467916	Mum strongly dislikes appetizers.	Are your grades higher or lower than Nancy's?	0
8	28	readRepeat	shuffled	1181808.73293	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
8	28	listen	shuffled	1181815.850667208	Those who teach values first abolish cheating.	Those who teach values first abolish cheating.	0
9	29	readRepeat	shuffled	1181826.084417458	The frightened child was gently subdued by his big brother.	We are open every Monday evening.	0
9	29	listen	shuffled	1181832.834724208	The frightened child was gently subdued by his big brother.	We are open every Monday evening.	0
10	30	readRepeat	shuffled	1181851.402067458	Even a simple vocabulary contains symbols.	Calcium makes bones and teeth strong.	0
10	30	listen	shuffled	1181857.46722525	Even a simple vocabulary contains symbols.	Calcium makes bones and teeth strong.	0
11	31	readRepeat	shuffled	1181865.569793	A crab challenged me, but a quick stab vanquished him.	She wore warm, fleecy, woolen overalls.	0
11	31	listen	shuffled	1181871.90345425	A crab challenged me, but a quick stab vanquished him.	She wore warm, fleecy, woolen overalls.	0
12	32	readRepeat	shuffled	1181879.268484125	Glucose and fructose are natural sugars found in fruit.	A crab challenged me, but a quick stab vanquished him.	0
12	32	listen	shuffled	1181885.854358416	Glucose and fructose are natural sugars found in fruit.	A crab challenged me, but a quick stab vanquished him.	0
13	33	readRepeat	shuffled	1181895.172221291	Are you looking for employment?	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
13	33	listen	shuffled	1181900.271553208	Are you looking for employment?	Coffee is grown on steep, jungle-like slopes in temperate zones.	0
